frame	timestamp	confidence	success	pose_Rx	pose_Ry	pose_Rz	AU01_r	AU02_r	AU04_r	AU05_r	AU06_r	AU07_r	AU09_r	AU10_r	AU12_r	AU14_r	AU15_r	AU17_r	AU20_r	AU23_r	AU25_r	AU26_r	AU45_r	stage
8170	326.76	0.98	1	-0.408	-0.039	-0.066	0.03	0	0	0.03	0.24	0.02	0	0	0	0	0.05	0.25	0.07	0.1	0.11	0.02	0	SST
8171	326.8	0.98	1	-0.407	-0.041	-0.066	0	0	0	0.04	0.25	0	0	0	0	0	0	0.33	0	0.11	0.09	0	0	SST
8172	326.84	0.98	1	-0.407	-0.041	-0.066	0	0	0	0	0.2	0	0	0	0	0	0.08	0.37	0	0.18	0.09	0.05	0	SST
8173	326.88	0.98	1	-0.409	-0.038	-0.067	0	0	0	0	0.15	0.01	0	0	0	0	0.17	0.4	0.03	0.25	0.06	0.09	0	SST
8174	326.92	0.98	1	-0.408	-0.038	-0.067	0	0	0	0	0.14	0.01	0	0	0	0	0.17	0.52	0.03	0.34	0	0.12	0	SST
8175	326.96	0.98	1	-0.404	-0.039	-0.065	0	0	0	0	0.16	0.01	0	0	0	0	0.12	0.55	0.03	0.37	0	0.1	0	SST
8176	327	0.98	1	-0.405	-0.039	-0.066	0	0	0	0	0.19	0	0	0	0	0	0.05	0.56	0	0.4	0	0.09	0	SST
8177	327.04	0.98	1	-0.405	-0.039	-0.066	0	0	0	0	0.16	0	0	0	0	0	0.06	0.43	0	0.34	0	0.06	0	SST
8178	327.08	0.98	1	-0.409	-0.038	-0.066	0	0	0	0	0.14	0	0	0	0	0	0.08	0.38	0	0.27	0	0.03	0	SST
8179	327.12	0.98	1	-0.41	-0.039	-0.066	0.02	0	0	0	0.14	0	0	0	0	0	0.15	0.28	0	0.18	0	0	0	SST
8180	327.16	0.98	1	-0.417	-0.038	-0.067	0.04	0	0	0	0.16	0	0	0	0	0	0.28	0.26	0	0.18	0	0	0	SST
8181	327.2	0.98	1	-0.416	-0.039	-0.067	0.06	0	0	0	0.18	0	0	0	0	0	0.29	0.29	0	0.17	0	0	0	SST
8182	327.24	0.98	1	-0.416	-0.039	-0.067	0.04	0	0	0	0.16	0	0	0	0	0	0.21	0.28	0	0.15	0	0	0	SST
8183	327.28	0.98	1	-0.412	-0.04	-0.067	0.02	0	0	0	0.12	0	0	0	0	0	0.06	0.31	0.01	0.13	0	0	0	SST
8184	327.32	0.98	1	-0.412	-0.04	-0.068	0.01	0	0	0	0.11	0	0	0.03	0	0	0	0.26	0.01	0.15	0	0	0	SST
8185	327.36	0.98	1	-0.408	-0.04	-0.065	0.01	0	0	0	0.12	0	0	0.09	0	0	0	0.27	0.01	0.21	0	0	0	SST
8186	327.4	0.98	1	-0.409	-0.041	-0.064	0.01	0	0	0	0.16	0	0	0.14	0	0	0	0.24	0	0.26	0	0	0	SST
8187	327.44	0.98	1	-0.408	-0.041	-0.064	0	0	0	0	0.15	0	0	0.11	0	0	0.07	0.25	0.04	0.25	0	0	0	SST
8188	327.48	0.98	1	-0.408	-0.042	-0.065	0	0	0	0	0.15	0	0	0.05	0	0	0.11	0.3	0.07	0.27	0	0	0	SST
8189	327.52	0.98	1	-0.408	-0.042	-0.065	0	0	0	0	0.09	0	0	0.02	0	0	0.11	0.24	0.07	0.28	0	0.04	0	SST
8190	327.56	0.98	1	-0.409	-0.041	-0.065	0	0	0	0	0.04	0	0	0.07	0	0	0.05	0.15	0.03	0.26	0	0.08	0	SST
8191	327.6	0.98	1	-0.41	-0.041	-0.065	0	0	0	0	0	0	0	0.1	0	0	0	0.03	0	0.21	0	0.13	0	SST
8192	327.64	0.98	1	-0.41	-0.04	-0.065	0	0	0	0	0.03	0.04	0	0.07	0	0	0.02	0.16	0	0.22	0	0.09	0	SST
8193	327.68	0.98	1	-0.408	-0.041	-0.064	0	0	0	0	0.06	0.1	0	0.03	0	0	0.06	0.29	0	0.25	0	0.05	0	SST
8194	327.72	0.98	1	-0.408	-0.042	-0.064	0	0	0	0	0.09	0.1	0	0	0	0	0.19	0.28	0.1	0.19	0	0	0.73	SST
8195	327.76	0.98	1	-0.42	-0.042	-0.066	0	0	0	0	0.07	0.07	0	0	0	0	0.23	0.13	0.23	0.15	0	0	1.52	SST
8196	327.8	0.98	1	-0.423	-0.04	-0.068	0	0	0	0	0.04	0	0	0	0	0	0.27	0.05	0.47	0.14	0	0	2.41	SST
8197	327.84	0.98	1	-0.424	-0.043	-0.068	0	0	0	0	0.06	0	0	0.06	0.13	0	0.25	0.05	0.46	0.22	0	0	2.54	SST
8198	327.88	0.98	1	-0.425	-0.043	-0.073	0	0	0	0	0.09	0	0	0.16	0.25	0	0.33	0.05	0.33	0.25	0	0	2.61	SST
8199	327.92	0.98	1	-0.425	-0.042	-0.073	0	0	0	0	0.24	0	0	0.3	0.56	0.38	0.31	0.03	0.09	0.39	0	0.02	2.49	SST
8200	327.96	0.98	1	-0.452	-0.037	-0.071	0	0	0	0	0.36	0	0	0.45	0.72	0.68	0.29	0.09	0	0.53	0	0.02	2.46	SST
8201	328	0.98	1	-0.453	-0.037	-0.071	0	0	0	0	0.49	0	0	0.58	0.89	0.95	0.22	0.16	0	0.67	0	0.02	2.37	SST
8202	328.04	0.98	1	-0.453	-0.037	-0.071	0	0	0	0	0.5	0	0	0.72	0.92	1.07	0.25	0.36	0	0.74	0	0	2.31	SST
8203	328.08	0.98	1	-0.458	-0.036	-0.068	0	0	0	0	0.48	0	0	0.71	0.98	1.26	0.41	0.43	0	0.86	0	0	2.18	SST
8204	328.12	0.98	1	-0.46	-0.035	-0.067	0	0	0	0	0.58	0	0	0.68	1.02	1.46	0.34	0.52	0	0.98	0	0.15	1.7	SST
8205	328.16	0.98	1	-0.472	-0.036	-0.07	0	0	0	0	0.69	0	0	0.61	0.97	1.49	0.25	0.47	0	0.99	0	0.29	1.27	SST
8206	328.2	0.98	1	-0.474	-0.035	-0.069	0	0	0	0	0.81	0	0	0.63	0.92	1.53	0	0.51	0	0.97	0	0.41	0.77	SST
8207	328.24	0.98	1	-0.474	-0.035	-0.07	0	0	0	0	0.83	0	0	0.7	0.88	1.52	0	0.68	0	0.98	0	0.34	0.6	SST
8208	328.28	0.98	1	-0.459	-0.034	-0.069	0	0	0	0	0.77	0	0	0.7	0.88	1.41	0	0.9	0	0.95	0	0.2	0.43	SST
8209	328.32	0.98	1	-0.464	-0.035	-0.071	0	0	0	0	0.71	0	0	0.47	0.75	1.31	0	0.85	0	0.87	0	0.11	0.32	SST
8210	328.36	0.98	1	-0.45	-0.038	-0.073	0	0	0	0	0.65	0	0	0.22	0.65	1.27	0	0.64	0	0.75	0	0.07	0.3	SST
8211	328.4	0.98	1	-0.449	-0.039	-0.072	0	0	0	0	0.66	0	0	0	0.55	1.32	0	0.33	0	0.68	0	0.12	0.29	SST
8212	328.44	0.98	1	-0.448	-0.039	-0.072	0	0	0	0	0.61	0	0	0	0.5	1.19	0	0.32	0	0.67	0	0.11	0.26	SST
8213	328.48	0.98	1	-0.447	-0.035	-0.074	0	0	0	0	0.56	0	0	0	0.43	1.11	0	0.32	0	0.65	0	0.12	0.25	SST
8214	328.52	0.98	1	-0.447	-0.035	-0.075	0	0	0	0	0.5	0	0	0	0.36	0.97	0	0.33	0	0.62	0	0.16	0.25	SST
8215	328.56	0.98	1	-0.447	-0.035	-0.075	0	0	0	0	0.5	0	0	0	0.32	0.86	0	0.29	0	0.64	0	0.14	0.27	SST
8216	328.6	0.98	1	-0.441	-0.032	-0.074	0	0	0	0	0.51	0	0	0	0.28	0.79	0	0.3	0	0.66	0	0.1	0.3	SST
8217	328.64	0.98	1	-0.44	-0.031	-0.074	0	0	0	0	0.47	0	0	0.05	0.16	0.54	0.07	0.19	0	0.63	0.14	0	0.19	SST
8218	328.68	0.98	1	-0.438	-0.032	-0.075	0	0	0	0	0.43	0	0	0.08	0.09	0.44	0.1	0.12	0	0.55	0.3	0	0.12	SST
8219	328.72	0.98	1	-0.439	-0.031	-0.075	0	0	0	0	0.41	0	0	0.1	0	0.26	0.1	0	0	0.47	0.46	0	0	SST
8220	328.76	0.98	1	-0.439	-0.031	-0.075	0	0	0	0	0.43	0	0	0.2	0.03	0.27	1.15	0.09	0.06	0.35	0.7	0	0	SST
8221	328.8	0.98	1	-0.435	-0.028	-0.073	0	0	0	0	0.42	0	0	0.31	0.06	0.28	2.22	0.18	0.14	0.21	0.94	0	0	SST
8222	328.84	0.98	1	-0.436	-0.027	-0.073	0	0	0	0	0.39	0	0	0.3	0.09	0.31	2.89	0.18	0.14	0.17	1.04	0	0	SST
8223	328.88	0.98	1	-0.43	-0.027	-0.074	0	0	0	0	0.38	0	0	0.16	0.06	0.33	1.91	0.09	0.15	0.27	0.73	0	0	SST
8224	328.92	0.98	1	-0.433	-0.027	-0.074	0	0	0	0	0.39	0	0	0.01	0.03	0.29	1.49	0	0.07	0.31	0.54	0	0	SST
8225	328.96	0.98	1	-0.433	-0.026	-0.074	0	0	0	0	0.44	0	0	0	0.05	0.32	0.82	0	0.07	0.35	0.29	0	0	SST
8226	329	0.98	1	-0.425	-0.03	-0.074	0	0	0	0	0.46	0	0	0	0.06	0.44	0.68	0	0	0.42	0.21	0	0	SST
8227	329.04	0.98	1	-0.425	-0.031	-0.074	0	0	0	0	0.44	0	0.01	0	0.11	0.37	0	0	0	0.42	0	0	0	SST
8228	329.08	0.98	1	-0.415	-0.041	-0.07	0	0	0	0	0.38	0	0.05	0	0.14	0.25	0	0	0	0.34	0	0	0	SST
8229	329.12	0.98	1	-0.412	-0.042	-0.069	0	0	0	0	0.34	0	0.08	0	0.19	0.01	0	0	0	0.22	0	0	0	SST
8230	329.16	0.98	1	-0.411	-0.042	-0.068	0	0	0	0	0.36	0	0.07	0.02	0.19	0.01	0	0	0	0.18	0	0	0	SST
8231	329.2	0.98	1	-0.412	-0.037	-0.064	0	0	0	0	0.39	0	0.03	0.06	0.21	0	0	0	0	0.18	0	0	0	SST
8232	329.24	0.98	1	-0.413	-0.037	-0.064	0	0	0	0	0.38	0	0	0.1	0.19	0.09	0.08	0.12	0	0.15	0	0	0	SST
8233	329.28	0.98	1	-0.418	-0.041	-0.066	0	0	0	0	0.36	0	0	0.09	0.17	0.22	0.13	0.22	0	0.18	0.01	0.01	0	SST
8234	329.32	0.98	1	-0.418	-0.04	-0.066	0	0	0	0	0.33	0	0	0.07	0.13	0.33	0.19	0.33	0	0.17	0.01	0.04	0	SST
8235	329.36	0.98	1	-0.418	-0.04	-0.066	0	0	0	0	0.31	0	0	0.05	0.11	0.29	0.11	0.2	0	0.22	0.01	0.04	0	SST
8236	329.4	0.98	1	-0.418	-0.04	-0.066	0	0	0	0	0.28	0	0	0.05	0.1	0.23	0.06	0.11	0	0.25	0	0.03	0	SST
8237	329.44	0.98	1	-0.419	-0.039	-0.066	0	0	0	0	0.33	0	0	0.03	0.13	0.18	0.01	0.09	0	0.24	0	0.09	0	SST
8238	329.48	0.98	1	-0.42	-0.04	-0.07	0	0	0	0	0.38	0	0	0.04	0.18	0.21	0.01	0.18	0	0.2	0	0.15	0	SST
8239	329.52	0.98	1	-0.419	-0.039	-0.071	0	0	0	0	0.43	0	0	0.05	0.22	0.14	0.01	0.28	0	0.16	0	0.27	0	SST
8240	329.56	0.98	1	-0.419	-0.038	-0.071	0	0	0	0	0.4	0	0	0.05	0.23	0.13	0	0.37	0	0.16	0	0.29	0	SST
8241	329.6	0.98	1	-0.421	-0.038	-0.071	0	0	0	0	0.38	0	0	0.01	0.22	0.08	0	0.41	0	0.15	0	0.32	0	SST
8242	329.64	0.98	1	-0.42	-0.038	-0.07	0	0	0	0	0.37	0	0	0	0.18	0.21	0	0.42	0	0.18	0	0.27	0	SST
8243	329.68	0.98	1	-0.418	-0.037	-0.071	0	0	0	0	0.36	0	0	0	0.13	0.32	0	0.34	0	0.17	0	0.24	0	SST
8244	329.72	0.98	1	-0.417	-0.037	-0.072	0	0	0	0	0.34	0	0	0	0.07	0.29	0	0.24	0	0.22	0	0.14	0	SST
8245	329.76	0.98	1	-0.417	-0.033	-0.071	0	0	0	0	0.34	0	0	0	0.06	0.16	0	0.15	0	0.24	0	0.07	0	SST
8246	329.8	0.98	1	-0.411	-0.036	-0.069	0	0	0	0	0.34	0	0	0	0.05	0	0	0.08	0	0.29	0	0	0	SST
8247	329.84	0.98	1	-0.41	-0.036	-0.069	0	0	0	0	0.36	0	0	0	0.06	0.08	0	0.2	0	0.29	0	0	0	SST
8248	329.88	0.98	1	-0.414	-0.033	-0.068	0	0	0	0	0.35	0	0	0	0.08	0.16	0	0.33	0	0.29	0	0	0	SST
8249	329.92	0.98	1	-0.413	-0.034	-0.069	0	0	0	0	0.35	0	0	0	0.07	0.2	0	0.43	0	0.29	0	0	0	SST
8250	329.96	0.98	1	-0.414	-0.033	-0.069	0	0	0	0	0.34	0	0	0.09	0.07	0.27	0	0.26	0	0.28	0	0	0	SST
8251	330	0.98	1	-0.41	-0.035	-0.068	0	0	0	0	0.32	0	0	0.19	0.06	0.3	0.02	0.12	0	0.28	0	0	0	SST
8252	330.04	0.98	1	-0.409	-0.036	-0.068	0	0	0	0	0.31	0	0	0.2	0.05	0.26	0.03	0.07	0	0.24	0	0	0	SST
8253	330.08	0.98	1	-0.414	-0.038	-0.071	0	0	0	0	0.31	0.05	0	0.11	0.05	0.11	0.03	0.1	0	0.22	0	0	0	SST
8254	330.12	0.98	1	-0.415	-0.038	-0.071	0	0	0	0	0.32	0.1	0	0.02	0.05	0	0.01	0.15	0	0.2	0	0	0	SST
8255	330.16	0.98	1	-0.415	-0.038	-0.071	0	0	0	0	0.3	0.1	0	0.08	0.07	0	0	0.15	0	0.2	0	0	0	SST
8256	330.2	0.98	1	-0.416	-0.04	-0.071	0	0	0	0	0.28	0.05	0	0.13	0.06	0.12	0.01	0.23	0	0.27	0	0.07	0	SST
8257	330.24	0.98	1	-0.41	-0.038	-0.069	0	0	0	0	0.27	0.12	0	0.2	0.07	0.15	0.01	0.33	0	0.26	0	0.16	0	SST
8258	330.28	0.98	1	-0.416	-0.039	-0.071	0	0	0	0	0.27	0.26	0	0.21	0.07	0.23	0.01	0.37	0	0.24	0	0.26	0	SST
8259	330.32	0.98	1	-0.416	-0.039	-0.071	0	0	0	0	0.29	0.38	0	0.25	0.08	0.18	0	0.37	0	0.19	0	0.3	0	SST
8260	330.36	0.98	1	-0.416	-0.039	-0.07	0	0	0	0	0.27	0.27	0	0.18	0.06	0.16	0	0.23	0	0.27	0	0.21	0	SST
8261	330.4	0.98	1	-0.413	-0.04	-0.072	0	0	0	0	0.27	0.13	0	0.1	0.03	0.08	0	0.12	0	0.32	0	0.11	0	SST
8262	330.44	0.98	1	-0.413	-0.04	-0.072	0	0	0	0	0.28	0	0	0.06	0.02	0	0	0	0	0.32	0	0.03	0	SST
8263	330.48	0.98	1	-0.414	-0.041	-0.072	0	0	0	0	0.31	0	0	0.08	0.02	0	0	0.06	0	0.26	0	0.03	0	SST
8264	330.52	0.98	1	-0.413	-0.041	-0.071	0	0	0	0	0.33	0.02	0	0.09	0.02	0	0.02	0.06	0	0.23	0	0.03	0	SST
8265	330.56	0.98	1	-0.415	-0.041	-0.071	0	0	0	0	0.31	0.02	0.03	0.06	0.01	0	0.02	0.19	0	0.22	0	0.08	0	SST
8266	330.6	0.98	1	-0.419	-0.041	-0.072	0	0	0	0	0.31	0.02	0.06	0.06	0	0	0.02	0.23	0	0.21	0	0.17	0	SST
8267	330.64	0.98	1	-0.419	-0.041	-0.072	0	0	0	0	0.31	0.01	0.07	0.06	0	0	0	0.27	0	0.21	0	0.17	0	SST
8268	330.68	0.98	1	-0.415	-0.038	-0.071	0	0	0	0	0.31	0.01	0.04	0.06	0.01	0	0.04	0.24	0	0.26	0	0.08	0	SST
8269	330.72	0.98	1	-0.417	-0.041	-0.071	0	0	0	0	0.3	0.01	0.01	0.09	0.02	0	0.04	0.26	0	0.3	0	0	0	SST
8270	330.76	0.98	1	-0.416	-0.04	-0.071	0	0	0	0	0.3	0	0	0.08	0.05	0	0.04	0.34	0	0.26	0	0	0	SST
8271	330.8	0.98	1	-0.412	-0.041	-0.072	0	0	0	0	0.32	0	0	0.05	0.06	0	0	0.44	0	0.17	0	0	0	SST
8272	330.84	0.98	1	-0.412	-0.041	-0.073	0	0	0	0	0.32	0	0	0.04	0.09	0.02	0	0.44	0	0.1	0	0.04	0	SST
8273	330.88	0.98	1	-0.412	-0.04	-0.073	0	0	0	0	0.31	0	0.02	0.07	0.1	0.03	0	0.44	0	0.11	0	0.04	0	SST
8274	330.92	0.98	1	-0.412	-0.04	-0.073	0	0	0	0	0.3	0	0.03	0.12	0.12	0.04	0	0.37	0	0.13	0	0.05	0	SST
8275	330.96	0.98	1	-0.412	-0.04	-0.073	0	0	0	0	0.27	0	0.03	0.08	0.1	0.1	0.12	0.37	0	0.14	0	0.01	0	SST
8276	331	0.98	1	-0.412	-0.038	-0.073	0	0	0	0	0.24	0.02	0.01	0.05	0.06	0.15	0.24	0.34	0	0.16	0	0.01	0	SST
8277	331.04	0.98	1	-0.412	-0.038	-0.073	0	0	0	0	0.23	0.07	0	0.03	0.06	0.17	0.24	0.29	0	0.2	0	0	0	SST
8278	331.08	0.98	1	-0.41	-0.04	-0.071	0	0	0	0	0.25	0.09	0	0.07	0.08	0.1	0.12	0.27	0	0.23	0	0.03	0	SST
8279	331.12	0.98	1	-0.411	-0.04	-0.07	0	0	0	0	0.27	0.09	0	0.13	0.12	0.03	0	0.28	0	0.25	0	0.05	0	SST
8280	331.16	0.98	1	-0.411	-0.04	-0.07	0	0	0	0	0.26	0.07	0	0.14	0.08	0.04	0	0.2	0	0.26	0	0.05	0	SST
8281	331.2	0.98	1	-0.408	-0.042	-0.071	0	0	0	0	0.25	0.08	0	0.11	0.05	0.04	0.01	0.09	0	0.28	0	0.02	0	SST
8282	331.24	0.98	1	-0.408	-0.042	-0.072	0	0	0	0	0.26	0.06	0	0.13	0.02	0.09	0.01	0.04	0	0.25	0	0	0	SST
8283	331.28	0.98	1	-0.41	-0.04	-0.073	0	0	0	0	0.27	0.05	0	0.17	0.04	0.06	0.01	0.08	0	0.21	0	0	0.04	SST
8284	331.32	0.98	1	-0.409	-0.041	-0.073	0	0	0	0	0.29	0.01	0	0.24	0.06	0.07	0	0.12	0	0.16	0	0	0.1	SST
8285	331.36	0.98	1	-0.409	-0.041	-0.073	0	0	0	0	0.28	0.03	0	0.19	0.05	0.03	0	0.14	0	0.17	0	0	0.1	SST
8286	331.4	0.98	1	-0.411	-0.043	-0.074	0	0	0	0	0.27	0.02	0	0.13	0.03	0.04	0	0.17	0	0.16	0	0	0.05	SST
8287	331.44	0.98	1	-0.41	-0.043	-0.074	0	0	0	0	0.26	0.02	0	0.05	0.01	0.03	0	0.21	0	0.16	0	0	0	SST
8288	331.48	0.98	1	-0.411	-0.044	-0.074	0	0	0	0	0.26	0	0	0.05	0.01	0.08	0	0.23	0	0.13	0	0.03	0	SST
8289	331.52	0.98	1	-0.412	-0.038	-0.071	0	0	0	0	0.27	0	0	0.08	0.03	0.1	0	0.2	0	0.13	0	0.05	0	SST
8290	331.56	0.98	1	-0.413	-0.038	-0.071	0	0	0	0	0.27	0.09	0	0.16	0.03	0.1	0.05	0.23	0	0.18	0	0.05	0	SST
8291	331.6	0.98	1	-0.411	-0.04	-0.071	0	0	0	0	0.27	0.17	0	0.2	0.01	0.04	0.08	0.29	0	0.24	0.01	0.02	0	SST
8292	331.64	0.98	1	-0.41	-0.04	-0.071	0	0	0	0	0.25	0.2	0	0.21	0	0.03	0.08	0.31	0	0.27	0.01	0.02	0	SST
8293	331.68	0.98	1	-0.413	-0.044	-0.069	0	0	0	0	0.25	0.2	0	0.15	0	0.03	0.04	0.19	0.03	0.25	0.01	0.06	0	SST
8294	331.72	0.98	1	-0.409	-0.044	-0.07	0	0	0	0	0.23	0.2	0	0.11	0	0.03	0.01	0.08	0.03	0.19	0	0.1	0.03	SST
8295	331.76	0.98	1	-0.41	-0.043	-0.071	0	0	0	0	0.23	0.2	0	0.06	0	0.12	0.01	0.01	0.1	0.21	0.03	0.07	0.03	SST
8296	331.8	0.98	1	-0.41	-0.041	-0.071	0	0	0	0	0.24	0.17	0	0.03	0	0.2	0.02	0.01	0.16	0.23	0.07	0.04	0.03	SST
8297	331.84	0.98	1	-0.409	-0.04	-0.071	0	0	0	0	0.25	0.13	0	0	0	0.3	0.04	0	0.25	0.28	0.12	0	0	SST
8298	331.88	0.98	1	-0.409	-0.04	-0.071	0	0	0	0	0.27	0.12	0	0.06	0.03	0.18	0.05	0.1	0.18	0.21	0.09	0	0	SST
8299	331.92	0.98	1	-0.41	-0.038	-0.07	0	0	0	0	0.29	0.11	0	0.13	0.06	0.09	0.07	0.19	0.09	0.18	0.05	0	0	SST
8300	331.96	0.98	1	-0.41	-0.037	-0.07	0	0	0	0	0.29	0.07	0	0.2	0.08	0	0.1	0.19	0.08	0.11	0.01	0.06	0	SST
8301	332	0.98	1	-0.408	-0.039	-0.07	0	0	0	0	0.27	0.05	0	0.23	0.07	0	0.18	0.11	0.16	0.12	0.01	0.06	0	SST
8302	332.04	0.98	1	-0.408	-0.038	-0.07	0	0	0	0	0.25	0	0	0.25	0.06	0	0.24	0.02	0.26	0.1	0.02	0.06	0	SST
8303	332.08	0.98	1	-0.408	-0.038	-0.071	0	0	0	0	0.23	0	0.02	0.28	0.07	0	0.18	0.07	0.18	0.11	0.01	0	0	SST
8304	332.12	0.98	1	-0.408	-0.038	-0.07	0	0	0	0	0.25	0.06	0.09	0.2	0.05	0	0.09	0.14	0.15	0.15	0.01	0	0	SST
8305	332.16	0.98	1	-0.409	-0.037	-0.07	0	0	0	0	0.23	0.19	0.15	0.12	0.06	0.12	0	0.19	0.05	0.14	0	0.04	0	SST
8306	332.2	0.98	1	-0.407	-0.039	-0.071	0	0	0	0	0.24	0.29	0.19	0.06	0.06	0.23	0	0.16	0.05	0.1	0	0.11	0	SST
8307	332.24	0.98	1	-0.406	-0.039	-0.071	0	0	0	0	0.22	0.33	0.17	0.1	0.09	0.33	0	0.08	0	0.04	0	0.18	0	SST
8308	332.28	0.98	1	-0.406	-0.038	-0.071	0	0	0	0	0.26	0.26	0.12	0.19	0.07	0.3	0	0.06	0	0.02	0.01	0.17	0.05	SST
8309	332.32	0.98	1	-0.407	-0.037	-0.07	0	0	0	0	0.29	0.16	0.06	0.24	0.06	0.28	0	0.08	0	0.02	0.03	0.11	0.05	SST
8310	332.36	0.98	1	-0.407	-0.037	-0.07	0	0	0	0	0.3	0.06	0.01	0.2	0.03	0.18	0	0.18	0	0.04	0.03	0.03	0.05	SST
8311	332.4	0.98	1	-0.408	-0.042	-0.07	0	0	0	0	0.29	0	0.02	0.13	0.01	0.09	0	0.24	0	0.07	0.02	0.01	0	SST
8312	332.44	0.98	1	-0.408	-0.041	-0.07	0	0	0	0	0.27	0	0.02	0.06	0.01	0	0	0.3	0	0.09	0	0	0	SST
8313	332.48	0.98	1	-0.408	-0.041	-0.07	0	0	0	0	0.26	0	0.02	0.06	0.01	0.04	0	0.22	0	0.11	0	0.02	0	SST
8314	332.52	0.98	1	-0.412	-0.039	-0.07	0	0	0	0	0.24	0	0.01	0.02	0.01	0.08	0	0.17	0	0.15	0	0.04	0	SST
8315	332.56	0.98	1	-0.411	-0.038	-0.07	0	0	0	0	0.25	0	0	0.05	0.01	0.15	0.07	0.1	0.06	0.2	0	0.07	0	SST
8316	332.6	0.98	1	-0.413	-0.04	-0.071	0	0	0	0	0.25	0.1	0.01	0.07	0	0.11	0.07	0.25	0.06	0.2	0	0.05	0	SST
8317	332.64	0.98	1	-0.411	-0.037	-0.071	0	0	0	0	0.24	0.22	0.01	0.07	0	0.09	0.07	0.37	0.06	0.18	0	0.03	0	SST
8318	332.68	0.98	1	-0.412	-0.038	-0.071	0	0	0	0	0.24	0.22	0.04	0.06	0.03	0.02	0	0.43	0	0.11	0	0	0	SST
8319	332.72	0.98	1	-0.413	-0.037	-0.071	0	0	0	0	0.23	0.12	0.03	0.12	0.06	0.02	0.03	0.29	0	0.11	0	0	0.06	SST
8320	332.76	0.98	1	-0.413	-0.037	-0.072	0	0	0	0	0.23	0.01	0.03	0.16	0.06	0	0.03	0.17	0	0.08	0	0.06	0.09	SST
8321	332.8	0.98	1	-0.413	-0.037	-0.07	0	0	0	0	0.23	0.06	0	0.17	0.03	0	0.03	0.15	0	0.09	0	0.13	0.09	SST
8322	332.84	0.98	1	-0.412	-0.037	-0.07	0	0	0	0	0.25	0.15	0	0.15	0	0	0	0.17	0	0.08	0	0.21	0.02	SST
8323	332.88	0.98	1	-0.412	-0.037	-0.07	0	0	0	0	0.27	0.15	0	0.16	0.01	0	0.02	0.18	0	0.17	0	0.15	0	SST
8324	332.92	0.98	1	-0.407	-0.036	-0.07	0	0	0	0	0.28	0.11	0	0.11	0.01	0	0.02	0.2	0	0.24	0	0.07	0	SST
8325	332.96	0.98	1	-0.407	-0.036	-0.07	0	0	0	0	0.28	0.03	0	0.05	0.01	0	0.13	0.15	0	0.3	0	0.09	0	SST
8326	333	0.98	1	-0.407	-0.038	-0.069	0	0	0	0	0.26	0.02	0	0.01	0.01	0	0.29	0.1	0	0.27	0	0.14	0	SST
8327	333.04	0.98	1	-0.407	-0.039	-0.069	0	0	0	0	0.25	0	0	0.02	0.02	0	0.48	0.01	0	0.27	0	0.2	0	SST
8328	333.08	0.98	1	-0.406	-0.039	-0.068	0	0	0	0	0.23	0	0	0.03	0.02	0.01	0.42	0.05	0	0.25	0	0.1	0	SST
8329	333.12	0.98	1	-0.41	-0.039	-0.069	0	0	0	0	0.22	0	0	0.01	0	0.1	0.23	0.16	0	0.23	0	0.05	0	SST
8330	333.16	0.98	1	-0.411	-0.039	-0.069	0	0	0	0	0.23	0.04	0	0.03	0	0.1	0.05	0.25	0.07	0.2	0	0.03	0	SST
8331	333.2	0.98	1	-0.41	-0.04	-0.07	0	0	0	0	0.23	0.04	0.01	0.05	0	0.08	0	0.3	0.14	0.19	0	0.03	0	SST
8332	333.24	0.98	1	-0.41	-0.041	-0.07	0	0	0	0	0.25	0.05	0.01	0.1	0	0	0	0.3	0.23	0.16	0	0.03	0	SST
8333	333.28	0.98	1	-0.411	-0.041	-0.07	0	0	0	0	0.21	0.1	0.01	0.15	0	0	0.01	0.44	0.16	0.13	0	0.03	0	SST
8334	333.32	0.98	1	-0.412	-0.041	-0.07	0	0	0	0	0.19	0.19	0	0.19	0	0	0.02	0.59	0.09	0.13	0	0.06	0.02	SST
8335	333.36	0.98	1	-0.412	-0.041	-0.07	0	0	0	0	0.19	0.18	0	0.14	0	0	0.02	0.6	0	0.11	0.02	0.14	0.02	SST
8336	333.4	0.98	1	-0.414	-0.04	-0.069	0	0	0	0	0.22	0.1	0	0.08	0	0	0.02	0.48	0.03	0.09	0.02	0.24	0.02	SST
8337	333.44	0.98	1	-0.414	-0.04	-0.07	0	0	0	0	0.23	0.02	0	0.02	0	0.01	0	0.38	0.09	0.09	0.02	0.37	0	SST
8338	333.48	0.98	1	-0.413	-0.04	-0.07	0.03	0	0	0	0.24	0.08	0	0.04	0	0.06	0.03	0.35	0.12	0.11	0.07	0.35	0	SST
8339	333.52	0.98	1	-0.414	-0.041	-0.07	0.05	0	0	0	0.25	0.08	0	0.02	0	0.13	0.03	0.31	0.14	0.1	0.08	0.24	0	SST
8340	333.56	0.98	1	-0.413	-0.04	-0.069	0.05	0	0	0	0.23	0.1	0	0.02	0	0.22	0.03	0.24	0.09	0.14	0.08	0.08	0	SST
8341	333.6	0.98	1	-0.406	-0.043	-0.069	0.02	0	0	0	0.19	0.13	0	0.01	0	0.28	0	0.27	0.06	0.21	0.01	0.05	0	SST
